1.991055627865013777e-01 4.042170037060994758e-01 6.922899226825997010e-01 5.784457650627918834e-01 3.513721291725846463e-01 2.921804881106813134e-01 3.427489412360027465e-01 4.979915222049404733e-01 8.458958266087633904e-01 6.217797511390047438e-01
4.782134269966326068e-01 4.458849686902849330e-01 1.133487720412604816e-01 5.660670460808026050e-02 9.650161016915667078e-01 8.920732091594613111e-01 7.458297256925061625e-01 1.554439943767772503e-01 9.521034771329304203e-01 6.358941397212933833e-01
3.082243406100305672e-01 3.498321352605183732e-01 7.901481232523323017e-01 5.778211540924047540e-01 8.655517676879329603e-01 7.092267398851265225e-01 3.842075330048498882e-01 9.666106844199416903e-01 7.621796167641581299e-03 7.392216952539515384e-01
9.706155590208604966e-01 8.013643782645921698e-01 3.442647401156794240e-01 8.176672289518460701e-03 9.445476904001692819e-02 4.247918946977008448e-01 6.497191003628849382e-01 3.954089405464069618e-01 9.991481217002582405e-01 8.937717984955902972e-01
1.794039344712449191e-01 9.358005617833978773e-01 8.982114829210710027e-01 7.788006851353166393e-01 5.714504464010523588e-01 6.997155272147399518e-01 8.136296579313971877e-01 1.373994132907985222e-01 9.990374697571441365e-01 7.811565901865111794e-01
8.717146425514180619e-01 8.175235155858819880e-01 2.324773471115965107e-01 5.700721031808064776e-01 2.295488158243090826e-01 9.529135512543278619e-01 8.891833109991575945e-02 9.940322582117306904e-01 1.256324298841012821e-01 3.614943656896356661e-01
3.746643287228131891e-01 4.148050779489099726e-01 7.549749013154860577e-03 2.406310959764974555e-01 7.263665837398141090e-01 6.893593143066012452e-02 7.198383569448330022e-02 2.314723603379653660e-01 8.953779493611754292e-01 3.671486468150400029e-01
2.130416739636447065e-01 6.929118816936644665e-01 2.031711175209951481e-01 1.849039209113136906e-01 7.384585958832147190e-01 1.712337558864186482e-01 6.447846906615239959e-01 7.527965267680979400e-01 2.991803238873387283e-01 4.827256771459147444e-01
1.271549287988444910e-01 2.189577400582954914e-01 1.398926839266609878e-01 9.617201274744816564e-01 5.573917202022348194e-01 5.659830065218347528e-01 7.591761225673235858e-01 8.883787923692243460e-01 6.413254613512915370e-01 1.519083388386707201e-01
4.310383404586147771e-01 1.876269647000988749e-01 9.250107258822005685e-01 1.008341972791721997e-01 8.841505534486286955e-01 5.380723159756569673e-01 8.676868574648463062e-01 5.261917248841644357e-01 3.795884223863651430e-01 4.028305825301639054e-01
7.262126263014190286e-02 1.757782979696757009e-01 4.750674672457710912e-03 1.452620444145058531e-01 9.269925448156414172e-01 6.661349358455077585e-01 5.560143027248687364e-01 3.625689712897396388e-01 5.495323963054312699e-01 7.951955790144064062e-01
1.486986311273454930e-01 3.330557846365095331e-01 9.884093356844225742e-01 5.465633895928311281e-01 8.679138468271101470e-01 7.724674820103440975e-01 2.664388804562735080e-01 3.052970518881602535e-01 7.388858384665217827e-01 3.048321044684343395e-01
3.922248615597093702e-01 5.082660290256735269e-02 2.604433621730422033e-01 1.369823160834910958e-01 6.306058779005087045e-01 2.710532445362858756e-01 7.897232771197402190e-01 6.434755771802093127e-01 3.740653054116940268e-01 8.359838880401228023e-01
7.506535320218561402e-01 6.105608912046409653e-01 9.937964146896819395e-01 7.716320633798220419e-01 8.659867050500407171e-01 8.425340772137778211e-01 3.104572000192294956e-01 7.495103651734721373e-01 3.853334890796358270e-01 8.588119133532232663e-01
4.637719973005500762e-01 3.548688155652964804e-01 9.556981952769820765e-01 3.559309254404527945e-01 5.877527655630916392e-01 2.911714141187038418e-02 3.670121172172610136e-01 4.887761067806444260e-01 4.699336864170771122e-01 7.119906808802323184e-02
3.994690368702014105e-02 9.175345187270458336e-01 1.156020784436252447e-01 6.157931288370148692e-01 2.531992143008068297e-01 5.727358241414121087e-01 3.896845071768703095e-01 2.176454342994018631e-01 4.491311008586764686e-01 1.416274501184200396e-01
4.104056638576362159e-01 6.387490143305352142e-01 7.765927273420214494e-02 3.734476892595475217e-01 3.554061253094732420e-01 7.739065786746501807e-01 3.087323802147690088e-02 2.737366371320415492e-01 4.152304070645445044e-01 9.822901830560998304e-01
1.457604767164264459e-01 4.826754885569894959e-01 9.030413351760796514e-01 9.938999286256344767e-02 7.661611519244228008e-01 1.538981596701578525e-01 6.691233259115899612e-01 8.262564805835846959e-01 8.622408119174492791e-01 7.119224716844306800e-01
7.635724217904673594e-01 5.359815399282349402e-01 8.520899833095111342e-01 8.025863519996637718e-01 6.610431720666299915e-01 3.791753378859612500e-01 6.133480884268704969e-01 8.923685249716251100e-01 9.013858289031506654e-01 6.945314154188537703e-01
3.756387558825091677e-01 2.315430443795051252e-01 7.458496148515043611e-01 9.932826630404468782e-01 5.591853604008655276e-01 6.112227524154589808e-02 3.571416554678555899e-01 2.711749714881481754e-01 8.212629574282274136e-01 2.678837576667217890e-01
7.694626898033884999e-02 1.715245287927699147e-01 5.199237417209241485e-01 5.571850068586045035e-01 8.037773086233291897e-01 3.593849165793372435e-02 7.819426156631252844e-01 8.036110349378499107e-01 9.099551272641434041e-01 2.901328037987883635e-01
